car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,normal_hours,other_hours
HG1A,BLK 470 UPPER SERANGOON CRESCENT,1.378663847,103.9017851,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,0.6,0.6
HG1B,BLK 475 UPPER SERANGOON CRESCENT,1.375720843,103.9006892,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,0.6,0.6
HG1C,BLK 476 UPP SERANGOON VIEW,1.377389684,103.9036743,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,0.6,0.6
HG1D,BLK 376 HOUGANG ST 32,1.363743381,103.8941133,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,0.6,0.6
HG1E,BLK 377 HOUGANG STREET 32,1.362651326,103.8947156,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.1,N,0.6,0.6
HG10,BLK 101-108 HOUGANG AVENUE 1,1.354547713,103.8904836,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
HG11,BLK 301-319 HOUGANG AVENUE 5,1.365959085,103.8949804,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG12,BLK 320-324 HOUGANG AVENUE 5,1.366695127,103.898161,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG13,BLK 325/326 HOUGANG AVENUE 7,1.367835186,103.8985638,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG14,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",1.369197833,103.8964277,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,0.6,0.6
HG15,BLK 208-210 HOUGANG STREET 21,1.358960838,103.8867122,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,0.6,0.6
HG16,BLK 211-212 HOUGANG STREET 21,1.359726451,103.8880915,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,0.6,0.6
HG17,BLK 231/233/235/237 HOUGANG STREET 21,1.357675485,103.8879577,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG18,BLK 230/232/234/236/238 HOUGANG AVENUE 1,1.358056283,103.8889504,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.4,N,0.6,0.6
HG19,BLK 138-145 LORONG AH SOO,1.352845383,103.8838023,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
HG2,BLK 15-18 HOUGANG AVE 3,1.362916282,103.8920255,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
HG2A,BLK 473 UPP SERANGOON CRESCENT,1.376372318,103.9007208,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,0.6,0.6
HG2B,BLK 933 HOUGANG AVENUE 9,1.375529907,103.8824558,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,0.6,0.6
HG2C,BLK 364 / 365 UPP SERANGOON RD,1.370107812,103.8972276,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,0.6,0.6
HG2D,"BLK 581,582 AND 582A BUANGKOK GREEN",1.379407142,103.8871818,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
HG20,BLK 128-137 LORONG AH SOO,1.350283507,103.8864275,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
HG22,BLK 154-157 HOUGANG STREET 11,1.352473457,103.8804324,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
HG23,BLK 239-246 HOUGANG STREET 22,1.357512578,103.8915463,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
HG24,BLK 247-254 HOUGANG AVENUE 3,1.359798107,103.8916917,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5,N,0.6,0.6
HG25,BLK 205 HOUGANG STREET 21,1.359827339,103.8868899,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
HG26,BLK 335-341 HOUGANG AVENUE 7,1.369496587,103.898853,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG29,BLK 351-357 HOUGANG AVENUE 7,1.372342271,103.8990805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG3A,BLK 997 BUANGKOK CRESCENT,1.385422602,103.8807875,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,0.6,0.6
HG3B,BLK 991 BUANGKOK LINK,1.384299744,103.8816245,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
HG3C,BLK 996 BUANGKOK CRESCENT,1.386776525,103.8820055,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,0.6,0.6
HG3D,BLK 998 BUANGKOK CRESCENT,1.384211116,103.8796736,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,0.6,0.6
HG3E,BLK 993 BUANGKOK LINK,1.385120689,103.8836581,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,0.6,0.6
HG3L,"BLK 993A-993B, 994A-994C, 995A-995C, BUANGKOK CRESCENT/BUANGKOK LINK",1.38620965,103.8816033,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
HG30,BLK 464-468 HOUGANG AVENUE 10,1.373259132,103.8969659,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.9,N,0.6,0.6
HG31,BLK 414-416 HOUGANG AVENUE 10,1.375484544,103.8963178,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG32,BLK 601-608 HOUGANG AVENUE 4,1.371379058,103.8860602,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG33,BLK 609-621 HOUGANG AVENUE 8,1.369567772,103.8843751,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG34,BLK 622-632 HOUGANG AVENUE 8,1.369942472,103.8815031,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG35,"BLK 701-702,707-710 HOUGANG AVENUE 2",1.366489723,103.8889637,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG36,"BLK 703-706,711-712 HOUGANG AVENUE 2",1.366118548,103.8876039,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG37,BLKS 501-507 HOUGANG AVENUE 8,1.373008633,103.8873707,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG38,"BLK 508-517,520-533 HOUGANG AVENUE 10",1.372520863,103.8896986,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG39,HOUGANG SPORTS COMPLEX,1.3699434,103.8859678,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG4,BLK 19-23 HOUGANG AVE 3,1.364230425,103.8909834,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
HG40,"BLK 1 TO 32, 37 TO 38 DEFU LANE 10",1.352118763,103.8920843,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,1.37127612,103.8793501,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,1.374161037,103.8834179,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG43,BLK 668-680 HOUGANG AVENUE 8,1.372113117,103.8843042,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
HG44,BLK 681-684 HOUGANG AVENUES 4/8,1.37364879,103.8863297,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,0.6,0.6
HG45,BLK 685-691 HOUGANG STREET 61,1.375903827,103.88613,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG46,BLK 692-698 HOUGANG STREET 61,1.375857848,103.886963,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG47,BLK 805 HOUGANG CENTRAL,1.371184089,103.8939622,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,1.9,N,0.6,0.6
HG48,BLK 417-434 HOUGANG AVE 6/8/10,1.37542517,103.8940937,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
HG49,BLK 435-458 HOUGANG AVE 6/8,1.378793343,103.8947593,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG5,BLK 24/25 HOUGANG AVE 3,1.365355318,103.8923108,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
HG50,BLK 534-545 HOUGANG AVENUE 8,1.377331836,103.8913337,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2,N,0.6,0.6
HG51,BLK 546-555 HOUGANG STREET 51,1.378651048,103.8901131,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
HG52,BLK 556-566 HOUGANG STREET 51,1.38028263,103.8897556,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
HG53,BLK 830A HOUGANG CENTRAL,1.370871826,103.8907031,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.87,N,0.6,0.6
HG54,BLK 220-222 HOUGANG STREET 21,1.356644354,103.8843547,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.86,N,0.6,0.6
HG55,BLK 814 HOUGANG AVENUE 10,1.37268343,103.8932122,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
HG56,BLK 830-835 HOUGANG CENTRAL,1.371203251,103.8901223,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,0.6,0.6
HG57,DEFU LANE 7,1.355337093,103.8969463,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
HG58,DEFU LANE 8,1.357114386,103.8967214,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
HG59,DEFU LANE 9,1.350883123,103.8933197,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
HG60,BLK 548A HOUGANG STREET 51,1.379004378,103.8911938,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2,N,0.6,0.6
HG61,BLK 559A HOUGANG STREET 51,1.379654028,103.8891544,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2,N,0.6,0.6
HG62,BLK 566A HOUGANG STREET 51,1.380826996,103.8885596,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N,0.6,0.6
HG63,BLK 465A UPPER SERANGOON ROAD,1.372357665,103.8973645,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N,0.6,0.6
HG64,BLK 682-684 HOUGANG STREET 61,1.374341253,103.8862976,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
HG65,DEFU LANE 11,1.342306536,103.8928282,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
HG66,DEFU LANE 12,1.34058675,103.8954401,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
HG67,"BLK 401-413, 460-463 HOUGANG AVENUE 10",1.374292663,103.8958176,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG68,BLK 838A HOUGANG CENTRAL,1.369924451,103.8918395,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
HG69,BLK 850A HOUGANG CENTRAL,1.369980742,103.8929698,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
HG7,BLK 109-127 HOUGANG AVENUE 1,1.353652999,103.887803,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
HG70,BLK 567A HOUGANG STREET 51,1.378973567,103.8885084,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,0.6,0.6
